Year;Month;Day;Hour;Minute;Temperature  [2 m above gnd];Total Precipitation (high resolution)  [sfc];Wind Speed  [10 m above gnd];Wind Direction  [10 m above gnd]
2019;02;09;14;00;33.42;0.00;5.09;135.00
2019;02;09;15;00;33.51;0.00;6.19;125.54
2019;02;09;16;00;33.09;0.00;7.75;111.80
2019;02;09;17;00;30.65;0.30;10.54;97.85
2019;02;09;18;00;28.83;0.10;9.06;96.84
2019;02;09;19;00;27.83;0.00;9.39;94.40
2019;02;09;20;00;26.65;0.00;13.44;97.70
2019;02;09;21;00;25.36;0.00;15.11;102.38
2019;02;09;22;00;24.49;0.00;13.49;99.21
2019;02;09;23;00;23.79;0.00;11.90;93.47
2019;02;10;00;00;23.36;0.00;10.81;91.91
2019;02;10;01;00;22.99;0.00;9.36;90.00
2019;02;10;02;00;22.86;0.00;8.71;82.87
2019;02;10;03;00;22.50;0.00;7.77;76.61
2019;02;10;04;00;22.21;0.00;7.63;70.71
2019;02;10;05;00;21.99;0.00;7.42;67.17
2019;02;10;06;00;21.72;0.00;7.24;63.43
2019;02;10;07;00;21.99;0.00;6.29;66.37
2019;02;10;08;00;23.19;0.00;6.44;63.43
2019;02;10;09;00;25.39;0.00;6.95;68.75
2019;02;10;10;00;28.13;0.00;8.29;87.51
2019;02;10;11;00;30.54;0.00;10.50;95.91
2019;02;10;12;00;32.26;0.00;13.14;99.46
2019;02;10;13;00;33.42;0.00;16.30;96.34
2019;02;10;14;00;33.85;0.00;19.16;95.39
2019;02;10;15;00;33.69;0.00;20.67;97.00
2019;02;10;16;00;32.99;0.00;22.20;98.39
2019;02;10;17;00;31.29;0.00;17.37;95.95
2019;02;10;18;00;29.84;0.00;16.62;94.97
2019;02;10;19;00;28.89;0.00;21.71;95.71
2019;02;10;20;00;26.53;0.00;23.22;97.13
2019;02;10;21;00;24.80;0.00;21.67;94.76
2019;02;10;22;00;23.51;0.00;21.24;90.00
2019;02;10;23;00;22.42;0.00;19.44;88.94
2019;02;11;00;00;21.67;0.00;16.98;85.14
